order_id,customer_id,order_date,status,payment_method
O00563,C0059,2026-06-25,Delivered,COD
O00564,C0089,2025-09-22,Cancelled,Net Banking
O00565,C0044,2025-11-30,Shipped,Net Banking
O00566,C0061,2025-03-22,Delivered,Credit Card
O00567,C0094,2026-08-05,Delivered,UPI
O00568,C0262,2026-08-18,Delivered,Wallet
O00569,C0071,2025-12-04,Shipped,COD
O00570,C0096,2025-03-23,Delivered,Wallet
O00571,C0089,2025-11-08,Shipped,COD
O00572,C0148,2025-08-25,Delivered,Net Banking
O00573,C0231,2025-07-22,Shipped,Net Banking
O00574,C0005,2025-03-21,Delivered,UPI
O00575,C0197,2025-10-08,Returned,Wallet
O00576,C0254,2025-10-29,Delivered,Unknown
O00577,C0252,2026-01-19,Delivered,COD
O00578,C0251,2025-10-20,Delivered,Wallet
O00579,C0016,2025-06-15,Processing,UPI
O00580,C0150,2026-04-25,Delivered,UPI
O00581,C0276,2025-10-17,Delivered,COD
O00582,C0290,2025-10-11,Processing,COD
O00583,C0282,2025-08-09,Delivered,Wallet
O00584,C0059,2025-11-04,Delivered,Wallet
O00585,C0188,2025-07-27,Delivered,Credit Card
O00586,C0226,2026-05-10,Delivered,COD
O00587,C0053,2026-07-29,Processing,UPI
O00588,C0153,2026-06-03,Cancelled,Credit Card
O00589,C0231,2026-03-28,Delivered,Credit Card
O00590,C0225,2025-08-21,Cancelled,Credit Card
O00591,C0122,2026-04-29,Delivered,Wallet
O00592,C0180,2026-06-04,Cancelled,Wallet
O00593,C0220,2025-10-30,Delivered,UPI
O00594,C0106,2026-06-28,Cancelled,Unknown
O00595,C0031,2025-06-25,Shipped,Wallet
O00596,C0144,2025-08-23,Shipped,UPI
O00597,C0166,2026-03-02,Returned,Net Banking
O00598,C0149,2026-02-19,Shipped,Wallet
O00599,C0049,2025-08-14,Delivered,COD
O00600,C0031,2026-02-22,Returned,UPI
O00601,C0068,2025-06-28,Delivered,Net Banking
O00602,C0127,2025-03-28,Processing,COD
O00603,C0251,2025-04-14,Delivered,Net Banking
O00604,C0213,2026-01-05,Delivered,Credit Card
O00605,C0048,2025-06-27,Delivered,Net Banking
O00606,C0189,2025-05-13,Delivered,COD
O00607,C0168,2025-08-12,Shipped,Credit Card
O00608,C0235,2026-04-13,Shipped,Net Banking
O00609,C0033,2026-04-20,Processing,COD
O00610,C0112,2025-07-23,Returned,UPI
O00611,C0254,2025-06-08,Delivered,Net Banking
O00612,C0173,2025-12-13,Delivered,Unknown
O00613,C0067,2025-09-21,Shipped,COD
O00614,C0176,2025-09-04,Cancelled,Credit Card
O00615,C0024,2026-05-30,Delivered,COD
O00616,C0009,2026-09-15,Delivered,UPI
O00617,C0226,2025-11-27,Delivered,COD
O00618,C0104,2026-05-25,Returned,UPI
O00619,C0155,2025-09-14,Delivered,Net Banking
O00620,C0048,2026-06-23,Shipped,Net Banking
O00621,C0043,2026-08-21,Delivered,UPI
O00622,C0027,2025-04-17,Delivered,Net Banking
O00623,C0120,2026-05-17,Delivered,Credit Card
O00624,C0049,2025-04-26,Delivered,COD
O00625,C0040,2025-11-30,Delivered,UPI
O00626,C0266,2025-07-01,Shipped,Credit Card
O00627,C0005,2026-06-22,Shipped,Credit Card
O00628,C0217,2026-06-08,Shipped,COD
O00629,C0037,2026-06-14,Delivered,Credit Card
O00630,C0053,2025-05-23,Delivered,Unknown
O00631,C0189,2026-05-12,Cancelled,UPI
O00632,C0196,2025-08-01,Processing,UPI
O00633,C0074,2026-05-14,Delivered,Wallet
O00634,C0005,2025-11-15,Shipped,UPI
O00635,C0226,2026-04-26,Delivered,UPI
O00636,C0078,2025-04-05,Cancelled,Wallet
O00637,C0227,2025-11-25,Cancelled,Credit Card
O00638,C0052,2026-05-14,Delivered,Credit Card
O00639,C0197,2025-12-28,Delivered,COD
O00640,C0162,2026-09-07,Processing,UPI
O00641,C0142,2025-12-02,Shipped,UPI
O00642,C0284,2026-03-26,Shipped,Wallet
O00643,C0146,2025-09-05,Processing,Credit Card
O00644,C0155,2025-09-11,Delivered,Wallet
O00645,C0261,2026-02-25,Delivered,COD
O00646,C0152,2025-04-10,Shipped,UPI
O00647,C0254,2026-08-13,Delivered,UPI
O00648,C0256,2025-12-28,Shipped,Unknown
O00649,C0037,2025-08-03,Delivered,Credit Card
O00650,C0185,2026-03-02,Returned,UPI
O00651,C0199,2025-07-04,Cancelled,Wallet
O00652,C0216,2026-07-17,Delivered,UPI
O00653,C0242,2026-07-04,Returned,Credit Card
O00654,C0009,2025-07-15,Shipped,Credit Card
O00655,C0135,2025-05-18,Delivered,Credit Card
O00656,C0204,2026-02-27,Delivered,Wallet
O00657,C0213,2025-09-11,Delivered,COD
O00658,C0043,2025-06-17,Shipped,Wallet
O00659,C0079,2025-08-16,Delivered,Net Banking
O00660,C0041,2025-05-22,Delivered,UPI
O00661,C0080,2026-05-24,Delivered,COD
O00662,C0009,2025-03-22,Shipped,Credit Card
O00663,C0159,2025-04-10,Shipped,UPI
O00664,C0030,2026-05-21,Delivered,COD
O00665,C0060,2025-12-03,Delivered,Wallet
O00666,C0029,2026-02-07,Delivered,Unknown
O00667,C0090,2025-10-07,Delivered,UPI
O00668,C0006,2025-05-06,Delivered,Net Banking
O00669,C0268,2025-06-12,Delivered,Net Banking
O00670,C0086,2025-05-07,Delivered,Net Banking
O00671,C0061,2026-02-20,Processing,Credit Card
O00672,C0172,2026-08-10,Cancelled,Net Banking
O00673,C0269,2026-09-15,Delivered,Wallet
O00674,C0040,2026-02-23,Delivered,Wallet
O00675,C0185,2025-04-19,Delivered,Wallet
O00676,C0086,2026-03-06,Delivered,Net Banking
O00677,C0053,2026-04-06,Cancelled,Credit Card
O00678,C0117,2026-05-25,Processing,Credit Card
O00679,C0023,2025-05-25,Cancelled,Credit Card
O00680,C0126,2025-07-23,Delivered,Net Banking
O00681,C0197,2026-09-06,Returned,UPI
O00682,C0019,2026-05-24,Shipped,COD
O00683,C0115,2026-05-06,Delivered,COD
O00684,C0164,2026-06-02,Delivered,Unknown
O00685,C0040,2025-11-13,Shipped,Credit Card
O00686,C0258,2025-07-01,Shipped,Credit Card
O00687,C0092,2026-03-30,Delivered,Wallet
O00688,C0024,2025-09-30,Returned,Credit Card
O00689,C0239,2025-05-30,Cancelled,Net Banking
O00690,C0168,2026-07-23,Delivered,COD
O00691,C0005,2025-12-08,Delivered,Net Banking
O00692,C0289,2025-11-12,Processing,Wallet
O00693,C0125,2025-08-26,Delivered,Wallet
O00694,C0253,2026-04-03,Returned,UPI
O00695,C0280,2025-06-29,Processing,UPI
O00696,C0078,2025-06-28,Delivered,COD
O00697,C0013,2025-09-24,Delivered,Net Banking
O00698,C0005,2026-04-23,Returned,Credit Card
O00699,C0193,2025-08-15,Cancelled,Net Banking
O00700,C0054,2026-06-16,Delivered,UPI
O00701,C0215,2026-08-01,Delivered,Credit Card
O00702,C0073,2026-01-15,Processing,Unknown
O00703,C0048,2025-04-24,Delivered,UPI
O00704,C0267,2025-06-10,Delivered,Net Banking
O00705,C0235,2025-08-27,Returned,Credit Card
O00706,C0298,2025-08-09,Delivered,UPI
O00707,C0202,2025-10-05,Delivered,Wallet
O00708,C0032,2025-03-18,Delivered,UPI
O00709,C0122,2026-03-02,Delivered,Net Banking
O00710,C0202,2025-10-11,Processing,Net Banking
O00711,C0163,2025-06-27,Delivered,UPI
O00712,C0039,2025-03-28,Returned,UPI
O00713,C0300,2026-06-30,Delivered,Credit Card
O00714,C0085,2026-05-17,Delivered,Net Banking
O00715,C0209,2025-07-26,Delivered,Net Banking
O00716,C0107,2026-04-17,Delivered,COD
O00717,C0136,2026-03-13,Cancelled,Credit Card
O00718,C0081,2026-01-07,Cancelled,Net Banking
O00719,C0021,2025-10-16,Delivered,Net Banking
O00720,C0076,2025-12-30,Delivered,Unknown
O00721,C0128,2025-12-15,Returned,COD
O00722,C0263,2026-01-14,Delivered,Net Banking
O00723,C0134,2026-02-16,Cancelled,UPI
O00724,C0016,2025-09-10,Returned,COD
O00725,C0285,2026-03-04,Processing,UPI
O00726,C0049,2025-05-17,Delivered,UPI
O00727,C0063,2025-12-29,Delivered,UPI
O00728,C0067,2025-04-23,Delivered,COD
O00729,C0191,2026-06-18,Shipped,Credit Card
O00730,C0299,2025-05-28,Shipped,Credit Card
O00731,C0012,2026-07-09,Returned,UPI
O00732,C0228,2025-07-06,Cancelled,Credit Card
O00733,C0170,2025-12-08,Delivered,COD
O00734,C0026,2025-05-11,Delivered,Wallet
O00735,C0222,2026-01-24,Cancelled,COD
O00736,C0255,2026-06-19,Delivered,COD
O00737,C0089,2026-03-13,Delivered,UPI
O00738,C0141,2025-12-31,Delivered,Unknown
O00739,C0077,2026-04-06,Delivered,Wallet
O00740,C0126,2025-08-05,Shipped,COD
O00741,C0211,2025-10-04,Cancelled,COD
O00742,C0032,2026-02-13,Delivered,COD
O00743,C0071,2025-04-25,Delivered,Wallet
O00744,C0128,2026-08-09,Shipped,Wallet
O00745,C0010,2025-07-10,Returned,Net Banking
O00746,C0246,2025-12-12,Delivered,COD
O00747,C0177,2026-07-18,Cancelled,Wallet
O00748,C0165,2025-04-30,Delivered,UPI
O00749,C0014,2026-05-30,Delivered,UPI
O00750,C0016,2025-04-20,Cancelled,Net Banking
O00751,C0030,2026-01-17,Cancelled,COD
O00752,C0272,2026-08-14,Delivered,Wallet
O00753,C0120,2025-10-31,Returned,Credit Card
O00754,C0127,2025-10-06,Shipped,Net Banking
O00755,C0274,2026-04-10,Cancelled,Credit Card
O00756,C0113,2026-06-12,Shipped,Unknown
O00757,C0199,2025-08-10,Delivered,UPI
O00758,C0091,2025-04-09,Delivered,Net Banking
O00759,C0184,2025-04-25,Cancelled,Credit Card
O00760,C0181,2025-08-31,Returned,Wallet
O00761,C0073,2026-08-17,Shipped,UPI
O00762,C0253,2026-08-26,Delivered,UPI
O00763,C0252,2025-05-10,Delivered,Credit Card
O00764,C0120,2026-04-19,Shipped,Credit Card
O00765,C0270,2026-01-03,Delivered,Net Banking
O00766,C0104,2025-06-29,Cancelled,Net Banking
O00767,C0091,2025-12-31,Cancelled,Net Banking
O00768,C0031,2025-08-01,Delivered,Wallet
O00769,C0073,2026-02-23,Processing,Wallet
O00770,C0187,2025-06-24,Returned,Net Banking
O00771,C0203,2026-05-02,Shipped,Net Banking
O00772,C0155,2025-10-31,Delivered,UPI
O00773,C0224,2025-05-14,Processing,COD
O00774,C0163,2026-03-02,Delivered,Unknown
O00775,C0288,2025-09-30,Shipped,Wallet
O00776,C0183,2025-11-24,Delivered,Wallet
O00777,C0090,2026-03-17,Delivered,Net Banking
O00778,C0066,2026-07-14,Delivered,Credit Card
O00779,C0294,2025-06-17,Delivered,Wallet
O00780,C0017,2025-06-24,Delivered,Net Banking
O00781,C0114,2025-10-24,Shipped,Credit Card
O00782,C0255,2025-09-18,Delivered,Credit Card
O00783,C0122,2025-06-12,Delivered,Net Banking
O00784,C0086,2026-09-16,Shipped,Credit Card
O00785,C0172,2025-11-15,Delivered,Net Banking
O00786,C0108,2025-09-27,Delivered,Credit Card
O00787,C0180,2025-09-06,Delivered,Credit Card
O00788,C0001,2026-09-12,Delivered,COD
O00789,C0215,2025-09-11,Returned,COD
O00790,C0253,2025-10-07,Cancelled,Net Banking
O00791,C0280,2026-05-10,Delivered,COD
O00792,C0296,2025-11-08,Shipped,Unknown
O00793,C0116,2026-04-19,Delivered,Credit Card
O00794,C0018,2026-02-14,Delivered,Net Banking
O00795,C0134,2026-01-20,Returned,Credit Card
O00796,C0176,2025-07-13,Delivered,COD
O00797,C0083,2026-05-11,Processing,Wallet
O00798,C0048,2026-08-07,Delivered,Wallet
O00799,C0248,2025-08-04,Processing,COD
O00800,C0085,2026-08-26,Shipped,COD
O00801,C0081,2025-11-18,Delivered,Net Banking
O00802,C0106,2025-10-21,Returned,COD
O00803,C0284,2026-04-20,Processing,Wallet
O00804,C0136,2026-09-07,Shipped,Net Banking
O00805,C0122,2026-02-07,Delivered,COD
O00806,C0293,2025-12-26,Delivered,COD
O00807,C0079,2026-09-13,Delivered,Credit Card
O00808,C0219,2025-08-30,Delivered,Wallet
O00809,C0246,2025-08-29,Delivered,Credit Card
O00810,C0106,2025-07-17,Delivered,Unknown
O00811,C0150,2026-06-29,Returned,COD
O00812,C0060,2025-03-29,Delivered,COD
O00813,C0242,2026-06-11,Delivered,Net Banking
O00814,C0047,2026-03-30,Shipped,COD
O00815,C0095,2025-08-16,Delivered,COD
O00816,C0190,2026-01-15,Delivered,Credit Card
O00817,C0135,2026-01-16,Delivered,Net Banking
O00818,C0116,2026-08-07,Cancelled,Wallet
O00819,C0032,2025-06-10,Delivered,Credit Card
O00820,C0044,2025-04-07,Shipped,Wallet
O00821,C0212,2025-09-28,Returned,Wallet
O00822,C0117,2025-06-01,Shipped,COD
O00823,C0268,2025-10-05,Delivered,Wallet
O00824,C0244,2026-01-31,Shipped,UPI
O00825,C0244,2025-07-23,Delivered,COD
O00826,C0018,2026-06-05,Delivered,Wallet
O00827,C0293,2025-05-07,Shipped,Wallet
O00828,C0076,2025-10-23,Delivered,Unknown
O00829,C0230,2026-08-02,Delivered,UPI
O00830,C0109,2026-04-24,Cancelled,UPI
O00831,C0022,2026-04-18,Delivered,COD
O00832,C0104,2026-05-26,Returned,UPI
O00833,C0133,2025-06-20,Delivered,Credit Card
O00834,C0045,2026-06-13,Delivered,COD
O00835,C0283,2026-03-30,Delivered,Net Banking
O00836,C0267,2026-01-27,Delivered,Credit Card
O00837,C0009,2026-07-28,Delivered,COD
O00838,C0058,2026-02-07,Delivered,UPI
O00839,C0291,2025-08-29,Shipped,Credit Card
O00840,C0055,2026-04-22,Shipped,Credit Card
O00841,C0147,2026-01-27,Cancelled,Net Banking
O00842,C0211,2025-04-30,Delivered,COD
O00843,C0293,2025-04-17,Shipped,Credit Card
O00844,C0089,2026-05-14,Delivered,UPI
O00845,C0206,2025-09-24,Delivered,Net Banking
O00846,C0122,2026-06-08,Delivered,Unknown
O00847,C0244,2025-11-01,Returned,Net Banking
O00848,C0011,2026-07-06,Delivered,Net Banking
O00849,C0160,2026-07-07,Delivered,COD
O00850,C0051,2025-07-20,Returned,UPI
O00851,C0069,2026-03-10,Delivered,COD
O00852,C0165,2026-02-11,Delivered,COD
O00853,C0046,2025-03-24,Delivered,UPI
O00854,C0209,2026-05-18,Processing,Wallet
O00855,C0192,2025-10-13,Cancelled,Wallet
O00856,C0082,2025-09-01,Delivered,Wallet
O00857,C0207,2025-04-09,Delivered,Wallet
O00858,C0292,2026-01-07,Delivered,UPI
O00859,C0103,2025-06-07,Cancelled,UPI
O00860,C0017,2025-12-18,Delivered,Net Banking
O00861,C0102,2025-07-16,Delivered,COD
O00862,C0259,2025-04-14,Delivered,Credit Card
O00863,C0016,2026-04-22,Delivered,COD
O00864,C0229,2025-10-19,Delivered,Unknown
O00865,C0243,2025-11-17,Shipped,Net Banking
O00866,C0177,2026-02-07,Delivered,Net Banking
O00867,C0047,2025-12-19,Delivered,COD
O00868,C0026,2025-07-17,Delivered,Wallet
O00869,C0110,2025-08-23,Cancelled,UPI
O00870,C0106,2025-10-20,Delivered,COD
O00871,C0263,2025-05-29,Delivered,Credit Card
O00872,C0243,2025-05-02,Cancelled,UPI
O00873,C0005,2026-01-25,Delivered,Wallet
O00874,C0157,2025-04-14,Processing,Net Banking
O00875,C0217,2025-10-22,Cancelled,Net Banking
O00876,C0236,2025-05-03,Delivered,COD
O00877,C0155,2025-12-17,Shipped,Wallet
O00878,C0204,2026-05-16,Shipped,Credit Card
O00879,C0262,2025-05-28,Returned,Net Banking
O00880,C0288,2025-05-30,Shipped,Wallet
O00881,C0145,2026-01-18,Delivered,Credit Card
O00882,C0247,2025-12-10,Delivered,Unknown
O00883,C0142,2026-03-10,Shipped,Net Banking
O00884,C0134,2025-07-03,Shipped,Net Banking
O00885,C0097,2026-02-18,Delivered,UPI
O00886,C0030,2026-04-25,Cancelled,Wallet
O00887,C0207,2025-07-30,Shipped,UPI
O00888,C0014,2025-04-26,Shipped,Net Banking
O00889,C0133,2026-05-17,Cancelled,COD
O00890,C0199,2025-09-11,Processing,Wallet
O00891,C0293,2026-08-06,Cancelled,Net Banking
O00892,C0114,2025-05-06,Shipped,COD
O00893,C0184,2026-03-21,Delivered,UPI
O00894,C0286,2025-11-05,Delivered,Credit Card
O00895,C0242,2025-09-24,Delivered,Net Banking
O00896,C0287,2025-09-09,Processing,UPI
O00897,C0172,2026-02-06,Shipped,UPI
O00898,C0182,2025-03-31,Delivered,Net Banking
O00899,C0216,2025-09-01,Processing,Net Banking
O00900,C0191,2026-09-10,Delivered,Unknown
