order_item_id,order_id,product_id,quantity,discount_pct
OI000667,O00387,PR067,2.0,0.0
OI000668,O00388,PR059,4.0,0.15
OI000669,O00388,PR067,1.0,0.0
OI000670,O00389,PR006,5.0,0.2
OI000671,O00390,PR060,1.0,0.0
OI000672,O00391,PR040,1.0,0.1
OI000673,O00391,PR040,2.0,0.0
OI000674,O00392,PR037,3.0,0.1
OI000675,O00393,PR057,1.0,0.0
OI000676,O00394,PR036,1.0,0.0
OI000677,O00395,PR072,5.0,0.0
OI000678,O00395,PR027,5.0,0.0
OI000679,O00395,PR071,3.0,0.0
OI000680,O00395,PR019,3.0,0.1
OI000681,O00396,PR010,3.0,0.1
OI000682,O00397,PR070,4.0,0.0
OI000683,O00397,PR017,1.0,0.05
OI000684,O00397,PR007,1.0,0.05
OI000685,O00398,PR055,4.0,0.0
OI000686,O00399,PR076,4.0,0.1
OI000687,O00399,PR046,3.0,0.0
OI000688,O00400,PR069,1.0,0.2
OI000689,O00400,PR060,5.0,0.0
OI000690,O00400,PR012,4.0,0.0
OI000691,O00401,PR060,4.0,0.0
OI000692,O00402,PR019,5.0,0.0
OI000693,O00402,PR047,4.0,0.0
OI000694,O00402,PR043,3.0,0.05
OI000695,O00403,PR009,4.0,0.0
OI000696,O00404,PR060,2.0,0.0
OI000697,O00405,PR078,5.0,0.0
OI000698,O00405,PR066,1.0,0.05
OI000699,O00406,PR014,3.0,0.1
OI000700,O00406,PR010,,0.1
OI000701,O00406,PR060,4.0,0.1
OI000702,O00407,PR080,2.0,0.1
OI000703,O00408,PR062,4.0,0.0
OI000704,O00409,PR076,4.0,0.2
OI000705,O00410,PR073,3.0,0.1
OI000706,O00410,PR031,2.0,0.15
OI000707,O00410,PR010,5.0,0.2
OI000708,O00410,PR063,1.0,0.1
OI000709,O00411,PR042,5.0,0.0
OI000710,O00411,PR057,2.0,0.0
OI000711,O00412,PR009,5.0,0.0
OI000712,O00412,PR077,4.0,0.0
OI000713,O00412,PR064,1.0,0.0
OI000714,O00412,PR028,2.0,0.1
OI000715,O00413,PR001,2.0,0.15
OI000716,O00413,PR020,4.0,0.1
OI000717,O00413,PR038,4.0,0.1
OI000718,O00414,PR026,2.0,0.15
OI000719,O00414,PR041,3.0,0.1
OI000720,O00415,PR039,4.0,0.15
OI000721,O00415,PR045,1.0,0.1
OI000722,O00416,PR066,4.0,0.2
OI000723,O00417,PR038,1.0,0.0
OI000724,O00418,PR007,1.0,0.15
OI000725,O00418,PR072,3.0,0.0
OI000726,O00418,PR037,1.0,0.0
OI000727,O00419,PR076,4.0,0.15
OI000728,O00420,PR049,4.0,0.05
OI000729,O00421,PR028,2.0,0.05
OI000730,O00422,PR072,4.0,0.2
OI000731,O00423,PR054,2.0,0.0
OI000732,O00423,PR017,2.0,0.0
OI000733,O00423,PR010,1.0,0.0
OI000734,O00424,PR063,4.0,0.0
OI000735,O00424,PR011,2.0,0.15
OI000736,O00425,PR059,5.0,0.05
OI000737,O00425,PR080,2.0,0.05
OI000738,O00425,PR066,4.0,0.1
OI000739,O00426,PR050,3.0,0.0
OI000740,O00426,PR024,4.0,0.1
OI000741,O00426,PR001,5.0,0.05
OI000742,O00427,PR031,5.0,0.0
OI000743,O00427,PR053,5.0,0.1
OI000744,O00427,PR047,1.0,0.0
OI000745,O00428,PR048,1.0,0.1
OI000746,O00428,PR062,1.0,0.0
OI000747,O00429,PR068,3.0,0.05
OI000748,O00429,PR067,1.0,0.1
OI000749,O00430,PR012,2.0,0.05
OI000750,O00430,PR005,,0.15
OI000751,O00430,PR070,5.0,0.0
OI000752,O00431,PR044,5.0,0.2
OI000753,O00431,PR002,4.0,0.05
OI000754,O00432,PR061,5.0,0.15
OI000755,O00432,PR043,4.0,0.0
OI000756,O00433,PR038,3.0,0.0
OI000757,O00433,PR005,5.0,0.15
OI000758,O00433,PR039,5.0,0.0
OI000759,O00433,PR008,4.0,0.1
OI000760,O00434,PR007,3.0,0.2
OI000761,O00435,PR004,3.0,0.05
OI000762,O00435,PR011,2.0,0.1
OI000763,O00436,PR036,3.0,0.0
OI000764,O00437,PR036,3.0,0.0
OI000765,O00437,PR015,5.0,0.0
OI000766,O00438,PR020,4.0,0.0
OI000767,O00438,PR023,3.0,0.2
OI000768,O00438,PR031,4.0,0.0
OI000769,O00439,PR005,3.0,0.0
OI000770,O00439,PR019,5.0,0.2
OI000771,O00440,PR064,4.0,0.2
OI000772,O00441,PR057,2.0,0.0
OI000773,O00442,PR045,1.0,0.15
OI000774,O00442,PR034,1.0,0.0
OI000775,O00443,PR052,4.0,0.0
OI000776,O00444,PR069,2.0,0.05
OI000777,O00445,PR050,4.0,0.0
OI000778,O00445,PR019,5.0,0.2
OI000779,O00446,PR037,4.0,0.05
OI000780,O00447,PR068,1.0,0.0
OI000781,O00447,PR069,3.0,0.2
OI000782,O00448,PR035,3.0,0.0
OI000783,O00449,PR013,3.0,0.15
OI000784,O00450,PR060,2.0,0.15
OI000785,O00450,PR076,2.0,0.1
OI000786,O00451,PR024,3.0,0.1
OI000787,O00452,PR002,1.0,0.0
OI000788,O00453,PR068,1.0,0.15
OI000789,O00454,PR029,3.0,0.0
OI000790,O00455,PR004,5.0,0.0
OI000791,O00456,PR077,2.0,0.1
OI000792,O00457,PR016,1.0,0.2
OI000793,O00457,PR078,2.0,0.05
OI000794,O00458,PR073,2.0,0.0
OI000795,O00458,PR024,3.0,0.0
OI000796,O00459,PR010,4.0,0.0
OI000797,O00460,PR042,3.0,0.0
OI000798,O00460,PR010,3.0,0.2
OI000799,O00461,PR050,3.0,0.0
OI000800,O00462,PR034,,0.05
OI000801,O00463,PR026,5.0,0.05
OI000802,O00464,PR063,1.0,0.0
OI000803,O00465,PR056,2.0,0.1
OI000804,O00465,PR014,4.0,0.15
OI000805,O00466,PR005,1.0,0.0
OI000806,O00467,PR033,4.0,0.0
OI000807,O00467,PR064,2.0,0.15
OI000808,O00468,PR005,4.0,0.0
OI000809,O00468,PR020,3.0,0.05
OI000810,O00469,PR066,4.0,0.05
OI000811,O00469,PR056,4.0,0.2
OI000812,O00470,PR009,5.0,0.0
OI000813,O00470,PR001,4.0,0.15
OI000814,O00471,PR062,1.0,0.1
OI000815,O00471,PR069,3.0,0.0
OI000816,O00471,PR039,4.0,0.0
OI000817,O00472,PR012,3.0,0.1
OI000818,O00472,PR044,1.0,0.2
OI000819,O00473,PR038,2.0,0.0
OI000820,O00474,PR050,2.0,0.0
OI000821,O00474,PR050,1.0,0.15
OI000822,O00475,PR063,1.0,0.15
OI000823,O00475,PR057,2.0,0.0
OI000824,O00476,PR004,5.0,0.0
OI000825,O00477,PR009,5.0,0.15
OI000826,O00478,PR069,4.0,0.0
OI000827,O00479,PR008,3.0,0.2
OI000828,O00480,PR052,1.0,0.0
OI000829,O00480,PR067,4.0,0.15
OI000830,O00481,PR069,2.0,0.15
OI000831,O00481,PR075,2.0,0.0
OI000832,O00481,PR005,2.0,0.05
OI000833,O00482,PR061,5.0,0.0
OI000834,O00482,PR032,2.0,0.0
OI000835,O00483,PR007,3.0,0.2
OI000836,O00484,PR059,5.0,0.0
OI000837,O00484,PR076,1.0,0.2
OI000838,O00485,PR015,4.0,0.1
OI000839,O00485,PR079,2.0,0.0
OI000840,O00485,PR026,4.0,0.0
OI000841,O00486,PR052,3.0,0.0
OI000842,O00486,PR074,5.0,0.0
OI000843,O00486,PR042,2.0,0.2
OI000844,O00487,PR023,3.0,0.0
OI000845,O00488,PR019,4.0,0.0
OI000846,O00489,PR071,2.0,0.05
OI000847,O00489,PR032,5.0,0.0
OI000848,O00490,PR005,5.0,0.05
OI000849,O00491,PR003,4.0,0.0
OI000850,O00491,PR001,,0.0
OI000851,O00492,PR076,3.0,0.05
OI000852,O00492,PR061,2.0,0.0
OI000853,O00492,PR019,3.0,0.1
OI000854,O00493,PR031,2.0,0.1
OI000855,O00494,PR077,2.0,0.15
OI000856,O00494,PR064,5.0,0.0
OI000857,O00495,PR039,3.0,0.05
OI000858,O00495,PR001,5.0,0.0
OI000859,O00496,PR068,1.0,0.1
OI000860,O00497,PR070,5.0,0.0
OI000861,O00498,PR005,2.0,0.0
OI000862,O00499,PR015,2.0,0.15
OI000863,O00500,PR061,4.0,0.0
OI000864,O00500,PR021,1.0,0.0
OI000865,O00500,PR047,3.0,0.0
OI000866,O00501,PR043,5.0,0.2
OI000867,O00502,PR059,1.0,0.0
OI000868,O00502,PR007,5.0,0.0
OI000869,O00502,PR021,1.0,0.05
OI000870,O00503,PR010,2.0,0.15
OI000871,O00503,PR057,5.0,0.1
OI000872,O00504,PR026,3.0,0.0
OI000873,O00505,PR042,2.0,0.0
OI000874,O00505,PR031,4.0,0.2
OI000875,O00506,PR029,1.0,0.05
OI000876,O00507,PR007,4.0,0.0
OI000877,O00507,PR028,5.0,0.05
OI000878,O00508,PR048,2.0,0.05
OI000879,O00509,PR005,3.0,0.0
OI000880,O00509,PR026,3.0,0.0
OI000881,O00510,PR073,1.0,0.0
OI000882,O00511,PR060,4.0,0.05
OI000883,O00512,PR044,2.0,0.0
OI000884,O00513,PR079,2.0,0.1
OI000885,O00513,PR071,2.0,0.0
OI000886,O00514,PR067,4.0,0.2
OI000887,O00515,PR076,4.0,0.2
OI000888,O00515,PR060,3.0,0.0
OI000889,O00515,PR055,2.0,0.0
OI000890,O00515,PR042,4.0,0.1
OI000891,O00516,PR076,2.0,0.1
OI000892,O00517,PR054,1.0,0.0
OI000893,O00517,PR061,5.0,0.0
OI000894,O00517,PR055,5.0,0.05
OI000895,O00518,PR013,4.0,0.05
OI000896,O00519,PR072,1.0,0.15
OI000897,O00520,PR028,2.0,0.0
OI000898,O00520,PR038,2.0,0.15
OI000899,O00521,PR003,4.0,0.15
OI000900,O00521,PR040,,0.15
OI000901,O00521,PR059,5.0,0.15
OI000902,O00521,PR075,1.0,0.05
OI000903,O00522,PR018,4.0,0.0
OI000904,O00523,PR048,4.0,0.15
OI000905,O00523,PR001,1.0,0.05
OI000906,O00524,PR043,5.0,0.0
OI000907,O00524,PR038,4.0,0.2
OI000908,O00524,PR035,5.0,0.1
OI000909,O00525,PR027,1.0,0.1
OI000910,O00525,PR043,1.0,0.1
OI000911,O00526,PR047,1.0,0.0
OI000912,O00526,PR050,3.0,0.05
OI000913,O00526,PR080,1.0,0.0
OI000914,O00527,PR072,1.0,0.1
OI000915,O00528,PR027,2.0,0.0
OI000916,O00528,PR031,5.0,0.0
OI000917,O00529,PR075,2.0,0.2
OI000918,O00529,PR029,3.0,0.0
OI000919,O00530,PR065,4.0,0.0
OI000920,O00530,PR007,1.0,0.0
OI000921,O00530,PR045,4.0,0.05
OI000922,O00531,PR016,4.0,0.15
OI000923,O00531,PR069,5.0,0.0
OI000924,O00532,PR048,1.0,0.0
OI000925,O00533,PR059,1.0,0.0
OI000926,O00533,PR051,2.0,0.0
OI000927,O00533,PR010,1.0,0.0
OI000928,O00534,PR019,4.0,0.0
OI000929,O00535,PR067,1.0,0.0
OI000930,O00535,PR054,5.0,0.0
OI000931,O00535,PR061,3.0,0.05
OI000932,O00536,PR003,3.0,0.0
OI000933,O00537,PR030,5.0,0.15
OI000934,O00538,PR075,3.0,0.15
OI000935,O00539,PR042,4.0,0.1
OI000936,O00539,PR068,5.0,0.05
OI000937,O00540,PR073,2.0,0.2
OI000938,O00541,PR034,2.0,0.05
OI000939,O00542,PR037,1.0,0.0
OI000940,O00543,PR059,2.0,0.1
OI000941,O00544,PR069,3.0,0.0
OI000942,O00544,PR023,2.0,0.0
OI000943,O00544,PR031,1.0,0.0
OI000944,O00545,PR074,2.0,0.05
OI000945,O00545,PR034,3.0,0.0
OI000946,O00545,PR027,5.0,0.15
OI000947,O00545,PR005,3.0,0.0
OI000948,O00546,PR058,5.0,0.0
OI000949,O00547,PR016,1.0,0.05
OI000950,O00547,PR064,,0.05
OI000951,O00548,PR020,1.0,0.15
OI000952,O00548,PR070,5.0,0.0
OI000953,O00548,PR038,4.0,0.0
OI000954,O00549,PR074,2.0,0.2
OI000955,O00549,PR073,4.0,0.0
OI000956,O00549,PR015,4.0,0.0
OI000957,O00549,PR018,5.0,0.0
OI000958,O00550,PR052,5.0,0.2
OI000959,O00551,PR046,1.0,0.0
OI000960,O00552,PR025,5.0,0.1
OI000961,O00553,PR036,2.0,0.0
OI000962,O00554,PR058,1.0,0.1
OI000963,O00555,PR063,3.0,0.1
OI000964,O00556,PR008,3.0,0.05
OI000965,O00556,PR019,4.0,0.0
OI000966,O00557,PR002,3.0,0.0
OI000967,O00558,PR058,5.0,0.0
OI000968,O00559,PR057,4.0,0.2
OI000969,O00560,PR021,4.0,0.15
OI000970,O00561,PR018,5.0,0.1
OI000971,O00561,PR012,2.0,0.0
OI000972,O00561,PR039,4.0,0.2
OI000973,O00562,PR043,1.0,0.1
OI000974,O00562,PR049,1.0,0.0
OI000975,O00563,PR035,4.0,0.0
OI000976,O00564,PR073,2.0,0.0
OI000977,O00564,PR024,4.0,0.0
OI000978,O00565,PR006,3.0,0.2
OI000979,O00565,PR075,3.0,0.05
OI000980,O00566,PR060,2.0,0.0
OI000981,O00566,PR001,2.0,0.0
OI000982,O00567,PR061,1.0,0.15
OI000983,O00568,PR037,4.0,0.0
OI000984,O00568,PR063,2.0,0.0
OI000985,O00569,PR036,4.0,0.0
OI000986,O00570,PR047,5.0,0.05
OI000987,O00570,PR073,4.0,0.2
OI000988,O00571,PR061,1.0,0.0
OI000989,O00572,PR074,1.0,0.2
OI000990,O00572,PR034,2.0,0.1
OI000991,O00573,PR041,4.0,0.15
OI000992,O00574,PR021,1.0,0.0
OI000993,O00575,PR046,1.0,0.0
OI000994,O00576,PR010,5.0,0.0
OI000995,O00577,PR024,1.0,0.1
OI000996,O00577,PR022,5.0,0.0
OI000997,O00578,PR039,3.0,0.15
OI000998,O00578,PR047,1.0,0.1
OI000999,O00578,PR075,3.0,0.2
OI001000,O00579,PR018,,0.0
OI001001,O00580,PR063,4.0,0.0
OI001002,O00581,PR021,1.0,0.0
OI001003,O00581,PR020,5.0,0.0
OI001004,O00581,PR025,5.0,0.1
OI001005,O00582,PR068,5.0,0.15
OI001006,O00582,PR071,1.0,0.05
OI001007,O00583,PR010,1.0,0.2
OI001008,O00584,PR003,4.0,0.0
OI001009,O00585,PR047,2.0,0.2
OI001010,O00586,PR077,5.0,0.2
OI001011,O00587,PR023,3.0,0.0
OI001012,O00587,PR016,2.0,0.0
OI001013,O00587,PR019,2.0,0.0
OI001014,O00587,PR017,2.0,0.0
OI001015,O00588,PR055,1.0,0.0
OI001016,O00588,PR003,4.0,0.2
OI001017,O00588,PR056,1.0,0.0
OI001018,O00588,PR014,1.0,0.2
OI001019,O00589,PR076,1.0,0.05
OI001020,O00589,PR016,3.0,0.0
OI001021,O00590,PR002,1.0,0.2
OI001022,O00591,PR078,2.0,0.1
OI001023,O00592,PR024,3.0,0.0
OI001024,O00592,PR012,2.0,0.2
OI001025,O00592,PR036,5.0,0.0
OI001026,O00593,PR065,5.0,0.0
OI001027,O00594,PR009,1.0,0.2
OI001028,O00594,PR075,1.0,0.1
OI001029,O00595,PR025,3.0,0.0
OI001030,O00596,PR069,1.0,0.15
OI001031,O00596,PR013,2.0,0.1
OI001032,O00596,PR061,3.0,0.15
OI001033,O00597,PR057,1.0,0.0
OI001034,O00597,PR046,4.0,0.05
OI001035,O00598,PR030,4.0,0.0
OI001036,O00599,PR041,1.0,0.05
OI001037,O00599,PR015,5.0,0.0
OI001038,O00600,PR047,3.0,0.1
OI001039,O00601,PR011,3.0,0.05
OI001040,O00601,PR015,4.0,0.0
OI001041,O00602,PR040,4.0,0.0
OI001042,O00603,PR038,4.0,0.0
OI001043,O00603,PR009,4.0,0.15
OI001044,O00604,PR002,4.0,0.15
OI001045,O00605,PR057,5.0,0.15
OI001046,O00606,PR016,2.0,0.05
OI001047,O00606,PR052,5.0,0.0
OI001048,O00607,PR022,1.0,0.0
OI001049,O00607,PR026,3.0,0.0
OI001050,O00608,PR052,,0.0
OI001051,O00608,PR055,4.0,0.0
OI001052,O00609,PR075,5.0,0.0
OI001053,O00609,PR052,3.0,0.05
OI001054,O00610,PR052,4.0,0.1
OI001055,O00610,PR036,2.0,0.2
OI001056,O00611,PR016,3.0,0.05
OI001057,O00612,PR005,2.0,0.0
OI001058,O00613,PR007,1.0,0.05
OI001059,O00614,PR023,4.0,0.1
OI001060,O00614,PR042,2.0,0.0
OI001061,O00615,PR013,1.0,0.15
OI001062,O00615,PR067,4.0,0.2
OI001063,O00616,PR038,4.0,0.05
OI001064,O00617,PR070,3.0,0.2
OI001065,O00617,PR070,5.0,0.0
OI001066,O00618,PR005,4.0,0.0
OI001067,O00618,PR050,4.0,0.0
OI001068,O00618,PR049,4.0,0.05
OI001069,O00618,PR005,1.0,0.0
OI001070,O00619,PR039,2.0,0.05
OI001071,O00619,PR056,2.0,0.0
OI001072,O00620,PR063,1.0,0.1
OI001073,O00620,PR063,5.0,0.15
OI001074,O00621,PR061,4.0,0.1
OI001075,O00621,PR021,5.0,0.0
OI001076,O00622,PR064,5.0,0.05
OI001077,O00623,PR046,3.0,0.0
OI001078,O00623,PR008,1.0,0.1
OI001079,O00624,PR047,3.0,0.2
OI001080,O00625,PR004,3.0,0.05
OI001081,O00625,PR013,4.0,0.0
OI001082,O00626,PR053,3.0,0.0
OI001083,O00626,PR032,2.0,0.0
OI001084,O00626,PR040,5.0,0.0
OI001085,O00626,PR009,3.0,0.0
OI001086,O00627,PR003,5.0,0.0
OI001087,O00628,PR055,5.0,0.1
OI001088,O00629,PR035,1.0,0.15
OI001089,O00629,PR061,5.0,0.0
OI001090,O00629,PR041,4.0,0.1
OI001091,O00630,PR074,1.0,0.2
OI001092,O00631,PR027,3.0,0.05
OI001093,O00632,PR044,2.0,0.1
OI001094,O00632,PR039,3.0,0.05
OI001095,O00633,PR010,5.0,0.0
OI001096,O00634,PR007,3.0,0.1
OI001097,O00635,PR029,5.0,0.15
OI001098,O00636,PR075,1.0,0.1
OI001099,O00636,PR044,3.0,0.0
OI001100,O00636,PR073,,0.05
OI001101,O00636,PR055,2.0,0.0
OI001102,O00637,PR039,5.0,0.2
OI001103,O00637,PR039,4.0,0.15
OI001104,O00638,PR026,4.0,0.05
OI001105,O00638,PR033,5.0,0.1
OI001106,O00639,PR071,2.0,0.0
OI001107,O00640,PR067,2.0,0.1
OI001108,O00640,PR064,2.0,0.15
OI001109,O00641,PR060,3.0,0.15
OI001110,O00641,PR069,5.0,0.2
OI001111,O00641,PR056,5.0,0.15
OI001112,O00641,PR005,1.0,0.1
OI001113,O00642,PR060,2.0,0.0
OI001114,O00643,PR039,4.0,0.05
OI001115,O00644,PR009,2.0,0.2
OI001116,O00645,PR037,2.0,0.0
OI001117,O00646,PR031,4.0,0.0
OI001118,O00646,PR015,2.0,0.0
OI001119,O00647,PR040,4.0,0.05
OI001120,O00648,PR056,4.0,0.15
OI001121,O00648,PR005,2.0,0.0
OI001122,O00649,PR004,3.0,0.2
OI001123,O00650,PR071,2.0,0.15
OI001124,O00650,PR006,4.0,0.2
OI001125,O00650,PR003,1.0,0.2
OI001126,O00651,PR041,5.0,0.0
OI001127,O00651,PR009,4.0,0.0
OI001128,O00651,PR012,4.0,0.2
OI001129,O00652,PR018,2.0,0.0
OI001130,O00652,PR074,5.0,0.0
OI001131,O00653,PR075,5.0,0.0
OI001132,O00653,PR064,1.0,0.0
OI001133,O00654,PR041,3.0,0.2
OI001134,O00654,PR075,4.0,0.2
OI001135,O00655,PR031,4.0,0.0
OI001136,O00655,PR019,1.0,0.0
OI001137,O00656,PR036,4.0,0.05
OI001138,O00657,PR076,1.0,0.05
OI001139,O00658,PR015,3.0,0.1
OI001140,O00658,PR055,4.0,0.15
OI001141,O00659,PR036,2.0,0.0
OI001142,O00660,PR048,3.0,0.0
OI001143,O00661,PR078,1.0,0.2
OI001144,O00661,PR007,2.0,0.0
OI001145,O00662,PR040,3.0,0.2
OI001146,O00662,PR016,5.0,0.2
OI001147,O00663,PR057,4.0,0.0
OI001148,O00664,PR051,3.0,0.0
OI001149,O00664,PR012,2.0,0.0
OI001150,O00664,PR027,,0.05
OI001151,O00665,PR053,1.0,0.0
OI001152,O00665,PR011,4.0,0.05
OI001153,O00666,PR043,4.0,0.2
OI001154,O00666,PR013,2.0,0.15
OI001155,O00667,PR009,3.0,0.05
OI001156,O00668,PR071,3.0,0.05
OI001157,O00668,PR004,1.0,0.15
OI001158,O00669,PR005,4.0,0.2
OI001159,O00669,PR018,1.0,0.05
OI001160,O00670,PR040,3.0,0.1
OI001161,O00671,PR021,2.0,0.1
OI001162,O00672,PR017,5.0,0.15
OI001163,O00672,PR053,3.0,0.05
OI001164,O00673,PR018,3.0,0.0
OI001165,O00674,PR042,3.0,0.0
OI001166,O00674,PR011,4.0,0.0
OI001167,O00675,PR049,5.0,0.0
OI001168,O00676,PR003,5.0,0.15
OI001169,O00677,PR030,1.0,0.05
OI001170,O00677,PR026,3.0,0.15
OI001171,O00678,PR007,4.0,0.1
OI001172,O00678,PR055,5.0,0.0
OI001173,O00678,PR020,1.0,0.0
OI001174,O00679,PR073,1.0,0.0
OI001175,O00680,PR056,4.0,0.2
OI001176,O00680,PR064,1.0,0.0
OI001177,O00681,PR025,3.0,0.0
OI001178,O00681,PR064,4.0,0.0
OI001179,O00682,PR027,5.0,0.0
OI001180,O00683,PR037,2.0,0.05
OI001181,O00683,PR024,4.0,0.2
OI001182,O00683,PR019,1.0,0.0
OI001183,O00683,PR034,2.0,0.1
OI001184,O00684,PR032,3.0,0.1
OI001185,O00685,PR059,1.0,0.0
OI001186,O00685,PR061,2.0,0.2
OI001187,O00686,PR051,2.0,0.15
OI001188,O00687,PR055,5.0,0.0
OI001189,O00688,PR072,1.0,0.0
OI001190,O00689,PR031,4.0,0.0
OI001191,O00690,PR077,1.0,0.0
OI001192,O00690,PR033,5.0,0.1
OI001193,O00690,PR049,3.0,0.05
OI001194,O00690,PR048,2.0,0.1
OI001195,O00691,PR023,3.0,0.0
OI001196,O00692,PR044,4.0,0.0
OI001197,O00692,PR012,3.0,0.15
OI001198,O00693,PR019,3.0,0.0
OI001199,O00693,PR041,1.0,0.0
OI001200,O00694,PR036,,0.05
OI001201,O00695,PR034,5.0,0.2
OI001202,O00696,PR034,5.0,0.0
OI001203,O00696,PR056,2.0,0.0
OI001204,O00697,PR063,2.0,0.1
OI001205,O00697,PR057,1.0,0.0
OI001206,O00698,PR030,2.0,0.0
OI001207,O00699,PR021,4.0,0.05
OI001208,O00700,PR064,1.0,0.05
OI001209,O00701,PR072,4.0,0.05
OI001210,O00702,PR019,1.0,0.0
OI001211,O00703,PR037,2.0,0.2
OI001212,O00704,PR066,3.0,0.1
OI001213,O00705,PR075,2.0,0.1
OI001214,O00705,PR001,5.0,0.2
OI001215,O00705,PR074,2.0,0.05
OI001216,O00706,PR032,4.0,0.15
OI001217,O00706,PR013,3.0,0.0
OI001218,O00706,PR037,1.0,0.05
OI001219,O00707,PR014,3.0,0.0
OI001220,O00708,PR059,4.0,0.05
OI001221,O00709,PR035,5.0,0.15
OI001222,O00709,PR001,3.0,0.0
OI001223,O00710,PR058,3.0,0.15
OI001224,O00710,PR073,2.0,0.0
OI001225,O00711,PR037,3.0,0.2
OI001226,O00711,PR008,1.0,0.1
OI001227,O00711,PR078,4.0,0.0
OI001228,O00712,PR023,2.0,0.2
OI001229,O00713,PR012,1.0,0.2
OI001230,O00713,PR027,2.0,0.05
OI001231,O00713,PR052,3.0,0.15
OI001232,O00714,PR020,1.0,0.0
OI001233,O00714,PR063,4.0,0.15
OI001234,O00715,PR040,5.0,0.0
OI001235,O00715,PR046,1.0,0.2
OI001236,O00715,PR048,5.0,0.0
OI001237,O00716,PR050,4.0,0.0
OI001238,O00717,PR055,1.0,0.2
OI001239,O00717,PR055,3.0,0.1
OI001240,O00718,PR005,4.0,0.0
OI001241,O00719,PR044,4.0,0.15
OI001242,O00720,PR020,4.0,0.1
OI001243,O00721,PR068,1.0,0.0
OI001244,O00721,PR060,4.0,0.0
OI001245,O00722,PR062,3.0,0.0
OI001246,O00722,PR017,3.0,0.2
OI001247,O00722,PR032,5.0,0.05
OI001248,O00723,PR007,5.0,0.0
OI001249,O00724,PR066,1.0,0.1
OI001250,O00724,PR055,,0.0
OI001251,O00724,PR060,5.0,0.2
OI001252,O00725,PR033,5.0,0.0
OI001253,O00726,PR003,1.0,0.15
OI001254,O00726,PR060,2.0,0.2
OI001255,O00727,PR051,1.0,0.0
OI001256,O00728,PR039,3.0,0.1
OI001257,O00729,PR058,5.0,0.2
OI001258,O00729,PR034,3.0,0.2
OI001259,O00730,PR028,2.0,0.0
OI001260,O00730,PR078,3.0,0.2
OI001261,O00730,PR014,4.0,0.1
OI001262,O00731,PR051,1.0,0.0
OI001263,O00732,PR062,4.0,0.15
OI001264,O00733,PR078,4.0,0.0
OI001265,O00734,PR079,3.0,0.15
OI001266,O00734,PR051,3.0,0.0
OI001267,O00735,PR002,2.0,0.0
OI001268,O00736,PR025,1.0,0.0
OI001269,O00736,PR062,2.0,0.15
OI001270,O00736,PR031,4.0,0.2
OI001271,O00737,PR069,2.0,0.0
OI001272,O00737,PR039,4.0,0.0
OI001273,O00738,PR003,1.0,0.0
OI001274,O00739,PR057,4.0,0.05
OI001275,O00739,PR003,4.0,0.1
OI001276,O00739,PR032,2.0,0.0
OI001277,O00740,PR051,1.0,0.0
OI001278,O00740,PR002,1.0,0.15
OI001279,O00741,PR056,4.0,0.2
OI001280,O00741,PR064,5.0,0.1
OI001281,O00741,PR071,3.0,0.0
OI001282,O00742,PR063,5.0,0.1
OI001283,O00743,PR063,2.0,0.15
OI001284,O00743,PR008,5.0,0.0
OI001285,O00744,PR041,5.0,0.0
OI001286,O00745,PR054,4.0,0.0
OI001287,O00746,PR045,4.0,0.15
OI001288,O00747,PR021,3.0,0.15
OI001289,O00748,PR045,4.0,0.0
OI001290,O00749,PR076,3.0,0.1
OI001291,O00749,PR060,2.0,0.0
OI001292,O00750,PR050,4.0,0.2
OI001293,O00750,PR047,4.0,0.2
OI001294,O00751,PR021,5.0,0.0
OI001295,O00751,PR037,1.0,0.15
OI001296,O00751,PR062,2.0,0.0
OI001297,O00751,PR026,2.0,0.1
OI001298,O00752,PR054,4.0,0.0
OI001299,O00753,PR072,1.0,0.0
OI001300,O00754,PR034,,0.15
OI001301,O00755,PR065,1.0,0.2
OI001302,O00756,PR056,1.0,0.1
OI001303,O00757,PR072,2.0,0.05
OI001304,O00758,PR044,3.0,0.2
OI001305,O00759,PR072,3.0,0.0
OI001306,O00760,PR066,5.0,0.15
OI001307,O00760,PR014,1.0,0.05
OI001308,O00760,PR059,1.0,0.0
OI001309,O00761,PR079,1.0,0.2
OI001310,O00761,PR072,1.0,0.1
OI001311,O00762,PR005,1.0,0.2
OI001312,O00763,PR047,2.0,0.15
OI001313,O00764,PR057,5.0,0.05
OI001314,O00765,PR013,2.0,0.15
OI001315,O00765,PR047,3.0,0.2
OI001316,O00766,PR026,4.0,0.05
OI001317,O00767,PR001,2.0,0.2
OI001318,O00767,PR061,3.0,0.0
OI001319,O00768,PR011,3.0,0.0
OI001320,O00768,PR054,3.0,0.15
OI001321,O00769,PR020,5.0,0.05
OI001322,O00769,PR030,2.0,0.2
OI001323,O00770,PR053,4.0,0.2
OI001324,O00771,PR047,1.0,0.05
OI001325,O00771,PR019,1.0,0.15
OI001326,O00772,PR009,1.0,0.0
OI001327,O00772,PR041,4.0,0.2
OI001328,O00772,PR022,4.0,0.0
OI001329,O00773,PR005,2.0,0.1
OI001330,O00774,PR005,5.0,0.0
OI001331,O00775,PR071,3.0,0.15
OI001332,O00776,PR045,1.0,0.2
OI001333,O00776,PR036,5.0,0.1
